trail ID,method,parameters,metrics,performance
251,mlp,_scale = True; activation = tanh; alpha = 0.00818619325238; batch_size = auto; hidden_layer_sizes[0] = 64; hidden_layer_sizes[1] = 247; hidden_layer_sizes[2] = 181; learning_rate = constant; learning_rate_init = 0.937549184535; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.551 +- 0.388
252,rf,criterion = entropy; max_depth = 2; max_features = 0.908161834155; min_samples_leaf = 2; n_estimators = 100; n_jobs = -1,f1 and cv,0.771 +- 0.324
253,dt,criterion = gini; max_depth = 9; max_features = 0.206621728603; min_samples_leaf = 3; min_samples_split = 4,f1 and cv,0.609 +- 0.414
254,mlp,_scale = True; activation = tanh; alpha = 0.00439204791263; batch_size = auto; hidden_layer_sizes[0] = 152; hidden_layer_sizes[1] = 140; hidden_layer_sizes[2] = 137; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.426 +- 0.496
255,mlp,_scale = True; activation = identity; alpha = 0.00499907212969; batch_size = auto; hidden_layer_sizes[0] = 13; hidden_layer_sizes[1] = 225; learning_rate = adaptive; learning_rate_init = 0.95876802125; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.563 +- 0.731
256,mlp,_scale = True; activation = identity; alpha = 0.00834453755326; batch_size = auto; hidden_layer_sizes[0] = 124; hidden_layer_sizes[1] = 116; hidden_layer_sizes[2] = 242; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.770 +- 0.257
257,mlp,_scale = True; activation = relu; alpha = 0.00659089491028; batch_size = auto; hidden_layer_sizes[0] = 78; hidden_layer_sizes[1] = 205; learning_rate = adaptive; learning_rate_init = 0.200996550946; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.725 +- 0.274
258,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = euclidean; n_neighbors = 16; weights = uniform,f1 and cv,0.757 +- 0.379
259,mlp,_scale = True; activation = identity; alpha = 0.000532662580324; batch_size = auto; beta_1 = 0.883000256325; beta_2 = 0.985679904944; hidden_layer_sizes[0] = 264; hidden_layer_sizes[1] = 299; learning_rate_init = 0.788356525758; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.709 +- 0.299
260,mlp,_scale = True; activation = tanh; alpha = 0.00181218575585; batch_size = auto; hidden_layer_sizes[0] = 262; hidden_layer_sizes[1] = 37; learning_rate = adaptive; learning_rate_init = 0.513613365916; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.650 +- 0.452
261,mlp,_scale = True; activation = identity; alpha = 0.00425512975095; batch_size = auto; hidden_layer_sizes[0] = 7; learning_rate = adaptive; learning_rate_init = 0.0618833847181; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.752 +- 0.272
262,knn,_scale = True; algorithm = kd_tree; leaf_size = 36; metric = minkowski; n_neighbors = 6; p = 2; weights = uniform,f1 and cv,0.733 +- 0.323
263,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 4; weights = distance,f1 and cv,0.710 +- 0.186
264,mlp,_scale = True; activation = logistic; alpha = 0.00354360494334; batch_size = auto; beta_1 = 0.82693224625; beta_2 = 0.817798909972; hidden_layer_sizes[0] = 20; learning_rate_init = 0.452164272742; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.816 +- 0.496
265,knn,_scale = True; algorithm = kd_tree; leaf_size = 48; metric = minkowski; n_neighbors = 10; p = 2; weights = distance,f1 and cv,0.626 +- 0.642
266,mlp,_scale = True; activation = identity; alpha = 0.00543802988332; batch_size = auto; hidden_layer_sizes[0] = 12; learning_rate = constant; learning_rate_init = 0.877546109; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.709 +- 0.405
267,svm,C = 1.62680590415e-05; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 692; degree = 5; gamma = 0.412453389278; kernel = poly; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.661 +- 0.228
268,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 9; weights = uniform,f1 and cv,0.774 +- 0.233
269,mlp,_scale = True; activation = relu; alpha = 0.00101355958991; batch_size = auto; hidden_layer_sizes[0] = 2; hidden_layer_sizes[1] = 167; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.734 +- 0.304
270,mlp,_scale = True; activation = relu; alpha = 0.00262922227938; batch_size = auto; hidden_layer_sizes[0] = 26; hidden_layer_sizes[1] = 40; hidden_layer_sizes[2] = 113; learning_rate = adaptive; learning_rate_init = 0.299887409962; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.777 +- 0.245
271,mlp,_scale = True; activation = tanh; alpha = 0.00271773637471; batch_size = auto; hidden_layer_sizes[0] = 119; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.749 +- 0.345
272,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 5; p = 1; weights = distance,f1 and cv,0.743 +- 0.445
273,mlp,_scale = True; activation = relu; alpha = 0.000626343626388; batch_size = auto; hidden_layer_sizes[0] = 145; hidden_layer_sizes[1] = 271; learning_rate = constant; learning_rate_init = 0.738766298476; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.771 +- 0.146
274,mlp,_scale = True; activation = tanh; alpha = 0.00385332691371; batch_size = auto; hidden_layer_sizes[0] = 215; learning_rate = adaptive; learning_rate_init = 0.483603069058; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.648 +- 0.076
275,knn,_scale = True; algorithm = ball_tree; leaf_size = 28; metric = manhattan; n_neighbors = 4; weights = uniform,f1 and cv,0.760 +- 0.271
276,knn,_scale = True; algorithm = kd_tree; leaf_size = 20; metric = chebyshev; n_neighbors = 3; weights = distance,f1 and cv,0.655 +- 0.280
277,mlp,_scale = True; activation = logistic; alpha = 0.000848257026879; batch_size = auto; hidden_layer_sizes[0] = 199; learning_rate = adaptive; learning_rate_init = 0.653372020353; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.703 +- 0.104
278,mlp,_scale = True; activation = logistic; alpha = 0.00419892412904; batch_size = auto; hidden_layer_sizes[0] = 132; learning_rate = invscaling; learning_rate_init = 0.675419025257; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.808 +- 0.160
279,mlp,_scale = True; activation = identity; alpha = 0.00338450371429; batch_size = auto; hidden_layer_sizes[0] = 61; hidden_layer_sizes[1] = 198; learning_rate = constant; learning_rate_init = 0.633056212575; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.688 +- 0.708
280,knn,_scale = True; algorithm = ball_tree; leaf_size = 35; metric = minkowski; n_neighbors = 7; p = 3; weights = uniform,f1 and cv,0.712 +- 0.205
281,mlp,_scale = True; activation = identity; alpha = 0.000989861481974; batch_size = auto; beta_1 = 0.826792157264; beta_2 = 0.929603696055; hidden_layer_sizes[0] = 258; hidden_layer_sizes[1] = 233; hidden_layer_sizes[2] = 101; learning_rate_init = 0.36232540548; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.689 +- 0.493
282,mlp,_scale = True; activation = tanh; alpha = 0.00620264986437; batch_size = auto; beta_1 = 0.851090764705; beta_2 = 0.895041241823; hidden_layer_sizes[0] = 180; hidden_layer_sizes[1] = 163; learning_rate_init = 0.480899000813; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.798 +- 0.278
283,knn,_scale = True; algorithm = kd_tree; leaf_size = 30; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.868 +- 0.069
284,dt,criterion = entropy; max_depth = 5; max_features = 0.849892428315; min_samples_leaf = 1; min_samples_split = 3,f1 and cv,0.699 +- 0.329
285,mlp,_scale = True; activation = logistic; alpha = 0.00292615838825; batch_size = auto; hidden_layer_sizes[0] = 111; hidden_layer_sizes[1] = 133; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.741 +- 0.297
286,mlp,_scale = True; activation = tanh; alpha = 0.00192212524063; batch_size = auto; hidden_layer_sizes[0] = 175; hidden_layer_sizes[1] = 173; hidden_layer_sizes[2] = 62; learning_rate = adaptive; learning_rate_init = 0.928033125073; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.591 +- 0.614
287,knn,_scale = True; algorithm = ball_tree; leaf_size = 16; metric = chebyshev; n_neighbors = 15; weights = distance,f1 and cv,0.680 +- 0.196
288,knn,_scale = True; algorithm = kd_tree; leaf_size = 4; metric = euclidean; n_neighbors = 19; weights = distance,f1 and cv,0.643 +- 0.651
289,svm,C = 106.323374676; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.821 +- 0.158
290,gp,alpha = 0.340932352507; kernel = rational_quadratic; length_scale = 1.23158862963,f1 and cv,0.623 +- 0.402
291,mlp,_scale = True; activation = logistic; alpha = 0.000565210040334; batch_size = auto; hidden_layer_sizes[0] = 201; hidden_layer_sizes[1] = 125; hidden_layer_sizes[2] = 51; learning_rate = invscaling; learning_rate_init = 0.233137263443; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.267 +- 0.653
292,mlp,_scale = True; activation = logistic; alpha = 0.00017320409652; batch_size = auto; beta_1 = 0.846859613319; beta_2 = 0.94537029331; hidden_layer_sizes[0] = 119; hidden_layer_sizes[1] = 56; learning_rate_init = 0.977563567719; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.386 +- 0.649
293,mlp,_scale = True; activation = logistic; alpha = 0.00259394948016; batch_size = auto; hidden_layer_sizes[0] = 66; hidden_layer_sizes[1] = 129; learning_rate = invscaling; learning_rate_init = 0.680402756435; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.283 +- 0.696
294,mlp,_scale = True; activation = identity; alpha = 0.00222570647724; batch_size = auto; hidden_layer_sizes[0] = 245; hidden_layer_sizes[1] = 285; hidden_layer_sizes[2] = 81; learning_rate = constant; learning_rate_init = 0.792386667536; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.439 +- 0.371
295,mlp,_scale = True; activation = identity; alpha = 0.00597399649341; batch_size = auto; hidden_layer_sizes[0] = 102; hidden_layer_sizes[1] = 126; hidden_layer_sizes[2] = 4; learning_rate = invscaling; learning_rate_init = 0.237457763006; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.716 +- 0.285
296,mlp,_scale = True; activation = logistic; alpha = 0.00104876965561; batch_size = auto; hidden_layer_sizes[0] = 42; learning_rate = constant; learning_rate_init = 0.564448785575; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.143 +- 0.571
297,mlp,_scale = True; activation = logistic; alpha = 0.00762424225727; batch_size = auto; hidden_layer_sizes[0] = 170; hidden_layer_sizes[1] = 66; hidden_layer_sizes[2] = 108; learning_rate = adaptive; learning_rate_init = 0.501482073517; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.667 +- 0.000
298,mlp,_scale = True; activation = relu; alpha = 0.00624514371129; batch_size = auto; beta_1 = 0.911687585984; beta_2 = 0.894605581229; hidden_layer_sizes[0] = 14; hidden_layer_sizes[1] = 73; hidden_layer_sizes[2] = 171; learning_rate_init = 0.945435557976; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.539 +- 0.546
299,mlp,_scale = True; activation = logistic; alpha = 0.00514509929195; batch_size = auto; hidden_layer_sizes[0] = 121; hidden_layer_sizes[1] = 85; learning_rate = constant; learning_rate_init = 0.509323405659; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.279 +- 0.684
300,mlp,_scale = True; activation = logistic; alpha = 0.00824536634614; batch_size = auto; beta_1 = 0.954249309354; beta_2 = 0.97068214188; hidden_layer_sizes[0] = 287; hidden_layer_sizes[1] = 9; hidden_layer_sizes[2] = 72; learning_rate_init = 0.987691072877; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.256 +- 0.629
301,mlp,_scale = True; activation = logistic; alpha = 0.00205265569295; batch_size = auto; hidden_layer_sizes[0] = 228; hidden_layer_sizes[1] = 128; learning_rate = adaptive; learning_rate_init = 0.184262424594; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.636 +- 0.671
302,logreg,C = 0.00137935604644; _scale = True; class_weight = balanced; dual = False; fit_intercept = True; penalty = l2; tol = 0.0145842190972,f1 and cv,0.818 +- 0.166
303,mlp,_scale = True; activation = identity; alpha = 0.00642725880585; batch_size = auto; hidden_layer_sizes[0] = 120; learning_rate = invscaling; learning_rate_init = 0.910605189017; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.751 +- 0.315
304,mlp,_scale = True; activation = tanh; alpha = 0.00259324962854; batch_size = auto; hidden_layer_sizes[0] = 204; hidden_layer_sizes[1] = 128; learning_rate = invscaling; learning_rate_init = 0.23371434887; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.675 +- 0.220
305,logreg,C = 85728.663831; _scale = True; class_weight = balanced; fit_intercept = True; penalty = l1; tol = 0.00014382891317,f1 and cv,0.765 +- 0.126
306,logreg,C = 5.50467027847; _scale = True; class_weight = balanced; fit_intercept = False; penalty = l1; tol = 0.000126567166882,f1 and cv,0.784 +- 0.179
307,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 20; weights = distance,f1 and cv,0.860 +- 0.217
308,mlp,_scale = True; activation = identity; alpha = 0.00833430314328; batch_size = auto; beta_1 = 0.89867303735; beta_2 = 0.970351592919; hidden_layer_sizes[0] = 91; learning_rate_init = 0.67307423449; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.750 +- 0.258
309,rf,criterion = gini; max_depth = 3; max_features = 0.114447064015; min_samples_leaf = 3; n_estimators = 100; n_jobs = -1,f1 and cv,0.843 +- 0.238
310,mlp,_scale = True; activation = tanh; alpha = 0.00160710817081; batch_size = auto; hidden_layer_sizes[0] = 279; learning_rate = invscaling; learning_rate_init = 0.046382134631; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.781 +- 0.085
311,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 6; p = 1; weights = uniform,f1 and cv,0.736 +- 0.309
312,logreg,C = 10407.6211163; _scale = True; class_weight = balanced; dual = True; fit_intercept = False; penalty = l2; tol = 0.00210492783993,f1 and cv,0.617 +- 0.213
313,svm,C = 0.195192060829; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 320; gamma = 4.6071140382e-05; kernel = sigmoid; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.667 +- 0.000
314,svm,C = 0.0166982107271; _scale = True; cache_size = 15000; class_weight = balanced; gamma = 1.47623031275; kernel = rbf; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.246 +- 0.603
315,logreg,C = 1.46926593721; _scale = True; class_weight = balanced; dual = True; fit_intercept = True; penalty = l2; tol = 0.125761057813,f1 and cv,0.817 +- 0.236
316,mlp,_scale = True; activation = relu; alpha = 0.00256735204536; batch_size = auto; hidden_layer_sizes[0] = 26; learning_rate = invscaling; learning_rate_init = 0.859947803826; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.571 +- 0.339
317,knn,_scale = True; algorithm = kd_tree; leaf_size = 38; metric = chebyshev; n_neighbors = 14; weights = uniform,f1 and cv,0.655 +- 0.399
318,mlp,_scale = True; activation = relu; alpha = 0.000412743466647; batch_size = auto; hidden_layer_sizes[0] = 238; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.692 +- 0.135
319,mlp,_scale = True; activation = tanh; alpha = 0.00423020019596; batch_size = auto; hidden_layer_sizes[0] = 92; hidden_layer_sizes[1] = 273; hidden_layer_sizes[2] = 282; learning_rate = invscaling; learning_rate_init = 0.127087855813; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.677 +- 0.204
320,mlp,_scale = True; activation = relu; alpha = 0.0059523843558; batch_size = auto; hidden_layer_sizes[0] = 292; hidden_layer_sizes[1] = 58; hidden_layer_sizes[2] = 54; learning_rate = invscaling; learning_rate_init = 0.0861197808327; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.717 +- 0.258
321,mlp,_scale = True; activation = relu; alpha = 0.00837571236372; batch_size = auto; hidden_layer_sizes[0] = 234; hidden_layer_sizes[1] = 12; hidden_layer_sizes[2] = 9; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.622 +- 0.207
322,mlp,_scale = True; activation = relu; alpha = 0.00257777214607; batch_size = auto; beta_1 = 0.979336840211; beta_2 = 0.938477937719; hidden_layer_sizes[0] = 8; hidden_layer_sizes[1] = 118; learning_rate_init = 0.0163379670585; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.777 +- 0.373
323,mlp,_scale = True; activation = logistic; alpha = 0.00872884761682; batch_size = auto; hidden_layer_sizes[0] = 243; hidden_layer_sizes[1] = 181; hidden_layer_sizes[2] = 97; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.710 +- 0.196
324,knn,_scale = True; algorithm = ball_tree; leaf_size = 39; metric = euclidean; n_neighbors = 13; weights = distance,f1 and cv,0.767 +- 0.125
325,mlp,_scale = True; activation = relu; alpha = 0.00514834770096; batch_size = auto; hidden_layer_sizes[0] = 203; learning_rate = adaptive; learning_rate_init = 0.951744817527; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.746 +- 0.207
326,mlp,_scale = True; activation = relu; alpha = 0.00114783074356; batch_size = auto; hidden_layer_sizes[0] = 60; hidden_layer_sizes[1] = 143; hidden_layer_sizes[2] = 27; learning_rate = constant; learning_rate_init = 0.0201929038252; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.725 +- 0.266
327,mlp,_scale = True; activation = relu; alpha = 0.00221737610381; batch_size = auto; hidden_layer_sizes[0] = 126; learning_rate = constant; learning_rate_init = 0.896896646571; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.735 +- 0.174
328,mlp,_scale = True; activation = relu; alpha = 0.00797102730764; batch_size = auto; beta_1 = 0.869408487589; beta_2 = 0.919347184791; hidden_layer_sizes[0] = 27; learning_rate_init = 0.20497604802; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.845 +- 0.198
329,mlp,_scale = True; activation = tanh; alpha = 0.00628102451734; batch_size = auto; hidden_layer_sizes[0] = 221; learning_rate = constant; learning_rate_init = 0.0288070613664; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.799 +- 0.122
330,knn,_scale = True; algorithm = kd_tree; leaf_size = 39; metric = manhattan; n_neighbors = 18; weights = distance,f1 and cv,0.628 +- 0.263
331,mlp,_scale = True; activation = identity; alpha = 0.00131711859293; batch_size = auto; hidden_layer_sizes[0] = 7; hidden_layer_sizes[1] = 19; hidden_layer_sizes[2] = 17; learning_rate = adaptive; learning_rate_init = 0.937999844403; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.000 +- 0.000
332,mnb,_scale_minmax = True; alpha = 0.00160241408131; class_prior = None; fit_prior = 1,f1 and cv,0.723 +- 0.337
333,mlp,_scale = True; activation = identity; alpha = 0.000755742071334; batch_size = auto; hidden_layer_sizes[0] = 165; hidden_layer_sizes[1] = 294; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.622 +- 0.207
334,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 10; weights = distance,f1 and cv,0.630 +- 0.485
335,gp,kernel = exp_sine_squared; length_scale = 6.15507927795; periodicity = 0,f1 and cv,0.688 +- 0.054
336,mlp,_scale = True; activation = identity; alpha = 0.00818602661631; batch_size = auto; hidden_layer_sizes[0] = 196; hidden_layer_sizes[1] = 12; learning_rate = invscaling; learning_rate_init = 0.746776772047; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.500 +- 0.516
337,knn,_scale = True; algorithm = ball_tree; leaf_size = 12; metric = chebyshev; n_neighbors = 18; weights = uniform,f1 and cv,0.722 +- 0.486
338,knn,_scale = True; algorithm = ball_tree; leaf_size = 38; metric = manhattan; n_neighbors = 9; weights = distance,f1 and cv,0.633 +- 0.309
339,mlp,_scale = True; activation = logistic; alpha = 0.00733017994509; batch_size = auto; beta_1 = 0.815657177898; beta_2 = 0.862696069458; hidden_layer_sizes[0] = 20; learning_rate_init = 0.126781354604; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.785 +- 0.278
340,mlp,_scale = True; activation = logistic; alpha = 0.000100818697748; batch_size = auto; hidden_layer_sizes[0] = 260; hidden_layer_sizes[1] = 11; hidden_layer_sizes[2] = 219; learning_rate = constant; learning_rate_init = 0.696671319052; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.410 +- 0.670
341,rf,criterion = entropy; max_depth = 2; max_features = 0.152026451055; min_samples_leaf = 2; n_estimators = 100; n_jobs = -1,f1 and cv,0.886 +- 0.138
342,mlp,_scale = True; activation = relu; alpha = 0.00230093814755; batch_size = auto; hidden_layer_sizes[0] = 54; hidden_layer_sizes[1] = 17; learning_rate = invscaling; learning_rate_init = 0.69866885062; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.716 +- 0.352
343,mlp,_scale = True; activation = logistic; alpha = 0.00886844727295; batch_size = auto; hidden_layer_sizes[0] = 194; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.853 +- 0.259
344,mlp,_scale = True; activation = identity; alpha = 0.00869794386659; batch_size = auto; hidden_layer_sizes[0] = 281; hidden_layer_sizes[1] = 278; hidden_layer_sizes[2] = 126; len(hidden_layer_sizes) = 3; solver = lbfgs,f1 and cv,0.731 +- 0.194
345,mlp,_scale = True; activation = tanh; alpha = 0.00469977201754; batch_size = auto; beta_1 = 0.837768716794; beta_2 = 0.822176639536; hidden_layer_sizes[0] = 63; learning_rate_init = 0.888794414192; len(hidden_layer_sizes) = 1; solver = adam,f1 and cv,0.787 +- 0.289
346,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = manhattan; n_neighbors = 20; weights = uniform,f1 and cv,0.788 +- 0.254
347,mlp,_scale = True; activation = tanh; alpha = 0.00569633321217; batch_size = auto; hidden_layer_sizes[0] = 205; hidden_layer_sizes[1] = 134; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.698 +- 0.248
348,gp,kernel = exp_sine_squared; length_scale = 1.23127103237; periodicity = 1,f1 and cv,0.317 +- 0.527
349,knn,_scale = True; algorithm = kd_tree; leaf_size = 29; metric = euclidean; n_neighbors = 15; weights = uniform,f1 and cv,0.772 +- 0.124
350,knn,_scale = True; algorithm = brute; metric = manhattan; n_neighbors = 9; weights = uniform,f1 and cv,0.698 +- 0.175
351,knn,_scale = True; algorithm = ball_tree; leaf_size = 10; metric = minkowski; n_neighbors = 10; p = 1; weights = distance,f1 and cv,0.838 +- 0.370
352,mlp,_scale = True; activation = identity; alpha = 0.00303723211783; batch_size = auto; hidden_layer_sizes[0] = 9; learning_rate = adaptive; learning_rate_init = 0.00851605918986; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.810 +- 0.191
353,mlp,_scale = True; activation = logistic; alpha = 0.00104428031269; batch_size = auto; hidden_layer_sizes[0] = 133; learning_rate = invscaling; learning_rate_init = 0.197305734958; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.524 +- 0.532
354,mlp,_scale = True; activation = relu; alpha = 0.00819604091558; batch_size = auto; hidden_layer_sizes[0] = 99; hidden_layer_sizes[1] = 64; hidden_layer_sizes[2] = 64; learning_rate = adaptive; learning_rate_init = 0.724897106283; len(hidden_layer_sizes) = 3; solver = sgd,f1 and cv,0.643 +- 0.418
355,mlp,_scale = True; activation = relu; alpha = 0.00523273904536; batch_size = auto; hidden_layer_sizes[0] = 136; hidden_layer_sizes[1] = 272; learning_rate = constant; learning_rate_init = 0.194974768793; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.771 +- 0.272
356,mlp,_scale = True; activation = identity; alpha = 0.00859128532404; batch_size = auto; hidden_layer_sizes[0] = 238; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.818 +- 0.166
357,mlp,_scale = True; activation = relu; alpha = 0.00868522115008; batch_size = auto; hidden_layer_sizes[0] = 83; hidden_layer_sizes[1] = 209; learning_rate = adaptive; learning_rate_init = 0.0036031028349; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.734 +- 0.369
358,knn,_scale = True; algorithm = kd_tree; leaf_size = 35; metric = minkowski; n_neighbors = 7; p = 2; weights = uniform,f1 and cv,0.668 +- 0.439
359,mlp,_scale = True; activation = tanh; alpha = 0.00175019297081; batch_size = auto; hidden_layer_sizes[0] = 119; len(hidden_layer_sizes) = 1; solver = lbfgs,f1 and cv,0.750 +- 0.333
360,mlp,_scale = True; activation = tanh; alpha = 0.00149016087289; batch_size = auto; beta_1 = 0.833563941202; beta_2 = 0.887136020847; hidden_layer_sizes[0] = 184; hidden_layer_sizes[1] = 159; learning_rate_init = 0.777270209309; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.700 +- 0.253
361,mlp,_scale = True; activation = identity; alpha = 0.00182936352472; batch_size = auto; beta_1 = 0.804827503638; beta_2 = 0.897454230843; hidden_layer_sizes[0] = 259; hidden_layer_sizes[1] = 297; learning_rate_init = 0.33999375309; len(hidden_layer_sizes) = 2; solver = adam,f1 and cv,0.803 +- 0.138
362,knn,_scale = True; algorithm = ball_tree; leaf_size = 28; metric = manhattan; n_neighbors = 4; weights = uniform,f1 and cv,0.715 +- 0.266
363,knn,_scale = True; algorithm = brute; metric = minkowski; n_neighbors = 5; p = 1; weights = distance,f1 and cv,0.776 +- 0.146
364,mlp,_scale = True; activation = relu; alpha = 0.00145397343698; batch_size = auto; hidden_layer_sizes[0] = 2; hidden_layer_sizes[1] = 161; len(hidden_layer_sizes) = 2; solver = lbfgs,f1 and cv,0.723 +- 0.172
365,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 4; weights = distance,f1 and cv,0.629 +- 0.093
366,mlp,_scale = True; activation = identity; alpha = 0.00473660648641; batch_size = auto; hidden_layer_sizes[0] = 12; learning_rate = constant; learning_rate_init = 0.441573946607; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.666 +- 0.421
367,knn,_scale = True; algorithm = brute; metric = chebyshev; n_neighbors = 5; weights = uniform,f1 and cv,0.690 +- 0.299
368,knn,_scale = True; algorithm = brute; metric = euclidean; n_neighbors = 11; weights = uniform,f1 and cv,0.721 +- 0.183
369,mlp,_scale = True; activation = tanh; alpha = 0.00548795501913; batch_size = auto; beta_1 = 0.944574268838; beta_2 = 0.961187513145; hidden_layer_sizes[0] = 117; hidden_layer_sizes[1] = 203; hidden_layer_sizes[2] = 180; learning_rate_init = 0.8196348598; len(hidden_layer_sizes) = 3; solver = adam,f1 and cv,0.664 +- 0.256
370,svm,C = 45236.8060056; _scale = True; cache_size = 15000; class_weight = balanced; kernel = linear; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.724 +- 0.362
371,mlp,_scale = True; activation = tanh; alpha = 0.00863031991079; batch_size = auto; hidden_layer_sizes[0] = 70; hidden_layer_sizes[1] = 121; learning_rate = adaptive; learning_rate_init = 0.21930917353; len(hidden_layer_sizes) = 2; solver = sgd,f1 and cv,0.748 +- 0.285
372,svm,C = 3330.46315463; _scale = True; cache_size = 15000; class_weight = balanced; coef0 = 402; degree = 5; gamma = 495.798025791; kernel = poly; max_iter = 50000; probability = True; shrinking = True,f1 and cv,0.663 +- 0.139
373,mlp,_scale = True; activation = logistic; alpha = 0.00560162739189; batch_size = auto; hidden_layer_sizes[0] = 199; learning_rate = adaptive; learning_rate_init = 0.216126073855; len(hidden_layer_sizes) = 1; solver = sgd,f1 and cv,0.604 +- 0.126
